state_ut,variable,value,level,category
India,retention_rate_primary_1_to_5_boys,94.7,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_boys,95.6,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_boys,58.6,retention,rate
Assam,retention_rate_primary_1_to_5_boys,78.3,retention,rate
Bihar,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_boys,91.9,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_boys,96.6,retention,rate
Delhi,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_boys,94.6,retention,rate
Gujarat,retention_rate_primary_1_to_5_boys,95.4,retention,rate
Haryana,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_boys,98.1,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_boys,85.5,retention,rate
Jharkhand,retention_rate_primary_1_to_5_boys,88.5,retention,rate
Karnataka,retention_rate_primary_1_to_5_boys,96.3,retention,rate
Kerala,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Ladakh,retention_rate_primary_1_to_5_boys,82.9,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_boys,92.7,retention,rate
Maharashtra,retention_rate_primary_1_to_5_boys,97.9,retention,rate
Manipur,retention_rate_primary_1_to_5_boys,72.1,retention,rate
Meghalaya,retention_rate_primary_1_to_5_boys,61.5,retention,rate
Mizoram,retention_rate_primary_1_to_5_boys,64.8,retention,rate
Nagaland,retention_rate_primary_1_to_5_boys,74.6,retention,rate
Odisha,retention_rate_primary_1_to_5_boys,91.6,retention,rate
Puducherry,retention_rate_primary_1_to_5_boys,99.9,retention,rate
Punjab,retention_rate_primary_1_to_5_boys,97.7,retention,rate
Rajasthan,retention_rate_primary_1_to_5_boys,88.5,retention,rate
Sikkim,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_boys,96.7,retention,rate
Telangana,retention_rate_primary_1_to_5_boys,92.6,retention,rate
Tripura,retention_rate_primary_1_to_5_boys,94.5,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_boys,89.5,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_boys,89.6,retention,rate
West Bengal,retention_rate_primary_1_to_5_boys,100.0,retention,rate
India,retention_rate_primary_1_to_5_girls,95.9,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_girls,97.5,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_girls,62.3,retention,rate
Assam,retention_rate_primary_1_to_5_girls,80.7,retention,rate
Bihar,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_girls,92.7,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_girls,97.2,retention,rate
Delhi,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_girls,96.2,retention,rate
Gujarat,retention_rate_primary_1_to_5_girls,95.4,retention,rate
Haryana,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_girls,98.4,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_girls,87.0,retention,rate
Jharkhand,retention_rate_primary_1_to_5_girls,93.4,retention,rate
Karnataka,retention_rate_primary_1_to_5_girls,98.5,retention,rate
Kerala,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Ladakh,retention_rate_primary_1_to_5_girls,85.6,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_girls,94.7,retention,rate
Maharashtra,retention_rate_primary_1_to_5_girls,98.2,retention,rate
Manipur,retention_rate_primary_1_to_5_girls,72.4,retention,rate
Meghalaya,retention_rate_primary_1_to_5_girls,68.4,retention,rate
Mizoram,retention_rate_primary_1_to_5_girls,66.8,retention,rate
Nagaland,retention_rate_primary_1_to_5_girls,76.1,retention,rate
Odisha,retention_rate_primary_1_to_5_girls,91.1,retention,rate
Puducherry,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Punjab,retention_rate_primary_1_to_5_girls,98.3,retention,rate
Rajasthan,retention_rate_primary_1_to_5_girls,89.7,retention,rate
Sikkim,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_girls,95.7,retention,rate
Telangana,retention_rate_primary_1_to_5_girls,92.6,retention,rate
Tripura,retention_rate_primary_1_to_5_girls,96.6,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_girls,89.8,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_girls,90.6,retention,rate
West Bengal,retention_rate_primary_1_to_5_girls,100.0,retention,rate
India,retention_rate_primary_1_to_5_total,95.3,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_total,96.5,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_total,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_total,60.4,retention,rate
Assam,retention_rate_primary_1_to_5_total,79.5,retention,rate
Bihar,retention_rate_primary_1_to_5_total,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_total,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_total,92.3,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_total,96.9,retention,rate
Delhi,retention_rate_primary_1_to_5_total,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_total,95.3,retention,rate
Gujarat,retention_rate_primary_1_to_5_total,95.4,retention,rate
Haryana,retention_rate_primary_1_to_5_total,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_total,98.3,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_total,86.2,retention,rate
Jharkhand,retention_rate_primary_1_to_5_total,90.8,retention,rate
Karnataka,retention_rate_primary_1_to_5_total,97.3,retention,rate
Kerala,retention_rate_primary_1_to_5_total,100.0,retention,rate
