state_ut,variable,value,level,category
India,retention_rate_foundational_boys,99.1,retention,rate
Andaman and Nicobar Islands,retention_rate_foundational_boys,98.8,retention,rate
Andhra Pradesh,retention_rate_foundational_boys,92.0,retention,rate
Arunachal Pradesh,retention_rate_foundational_boys,72.3,retention,rate
Assam,retention_rate_foundational_boys,91.2,retention,rate
Bihar,retention_rate_foundational_boys,100.0,retention,rate
Chandigarh,retention_rate_foundational_boys,100.0,retention,rate
Chhattisgarh,retention_rate_foundational_boys,95.1,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_foundational_boys,98.9,retention,rate
Delhi,retention_rate_foundational_boys,100.0,retention,rate
Goa,retention_rate_foundational_boys,98.6,retention,rate
Gujarat,retention_rate_foundational_boys,100.0,retention,rate
Haryana,retention_rate_foundational_boys,100.0,retention,rate
Himachal Pradesh,retention_rate_foundational_boys,96.3,retention,rate
Jammu and Kashmir,retention_rate_foundational_boys,89.6,retention,rate
Jharkhand,retention_rate_foundational_boys,100.0,retention,rate
Karnataka,retention_rate_foundational_boys,99.9,retention,rate
Kerala,retention_rate_foundational_boys,96.6,retention,rate
Ladakh,retention_rate_foundational_boys,97.6,retention,rate
Lakshadweep,retention_rate_foundational_boys,97.6,retention,rate
Madhya Pradesh,retention_rate_foundational_boys,93.9,retention,rate
Maharashtra,retention_rate_foundational_boys,100.0,retention,rate
Manipur,retention_rate_foundational_boys,89.6,retention,rate
Meghalaya,retention_rate_foundational_boys,75.3,retention,rate
Mizoram,retention_rate_foundational_boys,58.8,retention,rate
Nagaland,retention_rate_foundational_boys,83.0,retention,rate
Odisha,retention_rate_foundational_boys,99.5,retention,rate
Puducherry,retention_rate_foundational_boys,97.1,retention,rate
Punjab,retention_rate_foundational_boys,92.6,retention,rate
Rajasthan,retention_rate_foundational_boys,88.5,retention,rate
Sikkim,retention_rate_foundational_boys,92.1,retention,rate
Tamil Nadu,retention_rate_foundational_boys,96.0,retention,rate
Telangana,retention_rate_foundational_boys,99.4,retention,rate
Tripura,retention_rate_foundational_boys,98.2,retention,rate
Uttar Pradesh,retention_rate_foundational_boys,100.0,retention,rate
Uttarakhand,retention_rate_foundational_boys,94.1,retention,rate
West Bengal,retention_rate_foundational_boys,100.0,retention,rate
India,retention_rate_foundational_girls,99.7,retention,rate
Andaman and Nicobar Islands,retention_rate_foundational_girls,99.8,retention,rate
Andhra Pradesh,retention_rate_foundational_girls,94.0,retention,rate
Arunachal Pradesh,retention_rate_foundational_girls,73.9,retention,rate
Assam,retention_rate_foundational_girls,92.6,retention,rate
Bihar,retention_rate_foundational_girls,100.0,retention,rate
Chandigarh,retention_rate_foundational_girls,100.0,retention,rate
Chhattisgarh,retention_rate_foundational_girls,96.0,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_foundational_girls,98.4,retention,rate
