state_ut,variable,value,level,category
India,retention_rate_primary_1_to_5_boys,94.9,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_boys,95.1,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_boys,63.2,retention,rate
Assam,retention_rate_primary_1_to_5_boys,81.8,retention,rate
Bihar,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_boys,96.8,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_boys,99.5,retention,rate
Delhi,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_boys,95.5,retention,rate
Gujarat,retention_rate_primary_1_to_5_boys,95.6,retention,rate
Haryana,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_boys,98.0,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_boys,84.1,retention,rate
Jharkhand,retention_rate_primary_1_to_5_boys,90.7,retention,rate
Karnataka,retention_rate_primary_1_to_5_boys,96.3,retention,rate
Kerala,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Ladakh,retention_rate_primary_1_to_5_boys,91.4,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_boys,92.0,retention,rate
Maharashtra,retention_rate_primary_1_to_5_boys,97.3,retention,rate
Manipur,retention_rate_primary_1_to_5_boys,74.1,retention,rate
Meghalaya,retention_rate_primary_1_to_5_boys,52.5,retention,rate
Mizoram,retention_rate_primary_1_to_5_boys,64.6,retention,rate
Nagaland,retention_rate_primary_1_to_5_boys,61.0,retention,rate
Odisha,retention_rate_primary_1_to_5_boys,94.8,retention,rate
Puducherry,retention_rate_primary_1_to_5_boys,98.4,retention,rate
Punjab,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Rajasthan,retention_rate_primary_1_to_5_boys,89.8,retention,rate
Sikkim,retention_rate_primary_1_to_5_boys,90.7,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_boys,98.4,retention,rate
Telangana,retention_rate_primary_1_to_5_boys,97.7,retention,rate
Tripura,retention_rate_primary_1_to_5_boys,93.9,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_boys,90.4,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_boys,89.4,retention,rate
West Bengal,retention_rate_primary_1_to_5_boys,86.8,retention,rate
India,retention_rate_primary_1_to_5_girls,96.0,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_girls,93.7,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_girls,63.8,retention,rate
Assam,retention_rate_primary_1_to_5_girls,84.4,retention,rate
Bihar,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_girls,96.5,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_girls,97.9,retention,rate
Delhi,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_girls,96.5,retention,rate
Gujarat,retention_rate_primary_1_to_5_girls,96.7,retention,rate
Haryana,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_girls,98.1,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_girls,82.8,retention,rate
Jharkhand,retention_rate_primary_1_to_5_girls,94.6,retention,rate
Karnataka,retention_rate_primary_1_to_5_girls,97.4,retention,rate
Kerala,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Ladakh,retention_rate_primary_1_to_5_girls,94.2,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_girls,93.0,retention,rate
Maharashtra,retention_rate_primary_1_to_5_girls,97.7,retention,rate
Manipur,retention_rate_primary_1_to_5_girls,75.3,retention,rate
Meghalaya,retention_rate_primary_1_to_5_girls,58.1,retention,rate
Mizoram,retention_rate_primary_1_to_5_girls,68.1,retention,rate
Nagaland,retention_rate_primary_1_to_5_girls,63.4,retention,rate
Odisha,retention_rate_primary_1_to_5_girls,94.6,retention,rate
Puducherry,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Punjab,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Rajasthan,retention_rate_primary_1_to_5_girls,91.7,retention,rate
Sikkim,retention_rate_primary_1_to_5_girls,93.2,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_girls,97.9,retention,rate
Telangana,retention_rate_primary_1_to_5_girls,98.0,retention,rate
Tripura,retention_rate_primary_1_to_5_girls,96.0,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_girls,90.3,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_girls,90.3,retention,rate
West Bengal,retention_rate_primary_1_to_5_girls,87.6,retention,rate
India,retention_rate_primary_1_to_5_total,95.4,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_total,94.4,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_total,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_total,63.5,retention,rate
Assam,retention_rate_primary_1_to_5_total,83.1,retention,rate
Bihar,retention_rate_primary_1_to_5_total,100.0,retention,rate
Chandigarh,retention_rate_primary_1_to_5_total,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_total,96.6,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_primary_1_to_5_total,98.7,retention,rate
Delhi,retention_rate_primary_1_to_5_total,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_total,96.0,retention,rate
Gujarat,retention_rate_primary_1_to_5_total,96.1,retention,rate
Haryana,retention_rate_primary_1_to_5_total,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_total,98.0,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_total,83.5,retention,rate
Jharkhand,retention_rate_primary_1_to_5_total,92.6,retention,rate
Karnataka,retention_rate_primary_1_to_5_total,96.8,retention,rate
Kerala,retention_rate_primary_1_to_5_total,100.0,retention,rate
Ladakh,retention_rate_primary_1_to_5_total,92.8,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_total,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_total,92.5,retention,rate
Maharashtra,retention_rate_primary_1_to_5_total,97.5,retention,rate
Manipur,retention_rate_primary_1_to_5_total,74.5,retention,rate
Meghalaya,retention_rate_primary_1_to_5_total,55.2,retention,rate
Mizoram,retention_rate_primary_1_to_5_total,66.3,retention,rate
Nagaland,retention_rate_primary_1_to_5_total,62.2,retention,rate
Odisha,retention_rate_primary_1_to_5_total,94.7,retention,rate
Puducherry,retention_rate_primary_1_to_5_total,99.8,retention,rate
Punjab,retention_rate_primary_1_to_5_total,100.0,retention,rate
Rajasthan,retention_rate_primary_1_to_5_total,90.7,retention,rate
Sikkim,retention_rate_primary_1_to_5_total,91.9,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_total,98.1,retention,rate
Telangana,retention_rate_primary_1_to_5_total,97.8,retention,rate
Tripura,retention_rate_primary_1_to_5_total,94.9,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_total,90.3,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_total,89.8,retention,rate
West Bengal,retention_rate_primary_1_to_5_total,87.2,retention,rate
India,retention_rate_elementary_1_to_8_boys,80.5,retention,rate
Andaman and Nicobar Islands,retention_rate_elementary_1_to_8_boys,95.0,retention,rate
Andhra Pradesh,retention_rate_elementary_1_to_8_boys,92.3,retention,rate
Arunachal Pradesh,retention_rate_elementary_1_to_8_boys,42.9,retention,rate
Assam,retention_rate_elementary_1_to_8_boys,59.8,retention,rate
Bihar,retention_rate_elementary_1_to_8_boys,77.6,retention,rate
Chandigarh,retention_rate_elementary_1_to_8_boys,100.0,retention,rate
Chhattisgarh,retention_rate_elementary_1_to_8_boys,84.6,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_elementary_1_to_8_boys,98.8,retention,rate
Delhi,retention_rate_elementary_1_to_8_boys,100.0,retention,rate
Goa,retention_rate_elementary_1_to_8_boys,95.5,retention,rate
