state_ut,variable,value,level,category
India,ner_primary_1_to_5_boys,90.5,ner,primary
Andaman and Nicobar Islands,ner_primary_1_to_5_boys,69.6,ner,primary
Andhra Pradesh,ner_primary_1_to_5_boys,88.8,ner,primary
Arunachal Pradesh,ner_primary_1_to_5_boys,92.4,ner,primary
Assam,ner_primary_1_to_5_boys,100.0,ner,primary
Bihar,ner_primary_1_to_5_boys,86.6,ner,primary
Chandigarh,ner_primary_1_to_5_boys,73.4,ner,primary
Chhattisgarh,ner_primary_1_to_5_boys,89.4,ner,primary
Dadra and Nagar Haveli,ner_primary_1_to_5_boys,84.5,ner,primary
Daman and Diu,ner_primary_1_to_5_boys,74.0,ner,primary
Delhi,ner_primary_1_to_5_boys,100.0,ner,primary
Goa,ner_primary_1_to_5_boys,89.2,ner,primary
Gujarat,ner_primary_1_to_5_boys,82.7,ner,primary
Haryana,ner_primary_1_to_5_boys,85.6,ner,primary
Himachal Pradesh,ner_primary_1_to_5_boys,91.4,ner,primary
Jammu and Kashmir,ner_primary_1_to_5_boys,73.2,ner,primary
Jharkhand,ner_primary_1_to_5_boys,92.7,ner,primary
Karnataka,ner_primary_1_to_5_boys,100.0,ner,primary
Kerala,ner_primary_1_to_5_boys,90.7,ner,primary
Ladakh,ner_primary_1_to_5_boys,65.1,ner,primary
Lakshadweep,ner_primary_1_to_5_boys,76.0,ner,primary
Madhya Pradesh,ner_primary_1_to_5_boys,80.8,ner,primary
Maharashtra,ner_primary_1_to_5_boys,97.1,ner,primary
Manipur,ner_primary_1_to_5_boys,100.0,ner,primary
Meghalaya,ner_primary_1_to_5_boys,100.0,ner,primary
Mizoram,ner_primary_1_to_5_boys,100.0,ner,primary
Nagaland,ner_primary_1_to_5_boys,76.9,ner,primary
Odisha,ner_primary_1_to_5_boys,77.2,ner,primary
Puducherry,ner_primary_1_to_5_boys,72.0,ner,primary
Punjab,ner_primary_1_to_5_boys,100.0,ner,primary
Rajasthan,ner_primary_1_to_5_boys,86.2,ner,primary
Sikkim,ner_primary_1_to_5_boys,81.6,ner,primary
Tamil Nadu,ner_primary_1_to_5_boys,84.6,ner,primary
Telangana,ner_primary_1_to_5_boys,94.8,ner,primary
Tripura,ner_primary_1_to_5_boys,100.0,ner,primary
Uttar Pradesh,ner_primary_1_to_5_boys,89.4,ner,primary
Uttarakhand,ner_primary_1_to_5_boys,95.6,ner,primary
West Bengal,ner_primary_1_to_5_boys,100.0,ner,primary
India,ner_primary_1_to_5_girls,92.4,ner,primary
Andaman and Nicobar Islands,ner_primary_1_to_5_girls,73.1,ner,primary
Andhra Pradesh,ner_primary_1_to_5_girls,85.7,ner,primary
Arunachal Pradesh,ner_primary_1_to_5_girls,94.6,ner,primary
Assam,ner_primary_1_to_5_girls,100.0,ner,primary
Bihar,ner_primary_1_to_5_girls,89.9,ner,primary
Chandigarh,ner_primary_1_to_5_girls,82.1,ner,primary
Chhattisgarh,ner_primary_1_to_5_girls,89.7,ner,primary
Dadra and Nagar Haveli,ner_primary_1_to_5_girls,89.6,ner,primary
Daman and Diu,ner_primary_1_to_5_girls,78.5,ner,primary
Delhi,ner_primary_1_to_5_girls,100.0,ner,primary
Goa,ner_primary_1_to_5_girls,93.5,ner,primary
Gujarat,ner_primary_1_to_5_girls,85.8,ner,primary
