state_ut,variable,value,level,category
India,retention_rate_primary_1_to_5_boys,86.5,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_boys,94.1,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_boys,45.6,retention,rate
Assam,retention_rate_primary_1_to_5_boys,75.2,retention,rate
Bihar,retention_rate_primary_1_to_5_boys,83.7,retention,rate
Chandigarh,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_boys,88.6,retention,rate
Dadra and Nagar Haveli,retention_rate_primary_1_to_5_boys,97.1,retention,rate
Daman and Diu,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Delhi,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_boys,94.1,retention,rate
Gujarat,retention_rate_primary_1_to_5_boys,94.8,retention,rate
Haryana,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Himachal Pradesh,retention_rate_primary_1_to_5_boys,97.7,retention,rate
Jammu and Kashmir,retention_rate_primary_1_to_5_boys,71.0,retention,rate
Jharkhand,retention_rate_primary_1_to_5_boys,79.4,retention,rate
Karnataka,retention_rate_primary_1_to_5_boys,96.0,retention,rate
Kerala,retention_rate_primary_1_to_5_boys,99.6,retention,rate
Ladakh,retention_rate_primary_1_to_5_boys,79.0,retention,rate
Lakshadweep,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Madhya Pradesh,retention_rate_primary_1_to_5_boys,88.6,retention,rate
Maharashtra,retention_rate_primary_1_to_5_boys,97.9,retention,rate
Manipur,retention_rate_primary_1_to_5_boys,73.6,retention,rate
Meghalaya,retention_rate_primary_1_to_5_boys,53.6,retention,rate
Mizoram,retention_rate_primary_1_to_5_boys,61.4,retention,rate
Nagaland,retention_rate_primary_1_to_5_boys,64.7,retention,rate
Odisha,retention_rate_primary_1_to_5_boys,87.7,retention,rate
Puducherry,retention_rate_primary_1_to_5_boys,100.0,retention,rate
Punjab,retention_rate_primary_1_to_5_boys,90.7,retention,rate
Rajasthan,retention_rate_primary_1_to_5_boys,75.4,retention,rate
Sikkim,retention_rate_primary_1_to_5_boys,91.1,retention,rate
Tamil Nadu,retention_rate_primary_1_to_5_boys,95.2,retention,rate
Telangana,retention_rate_primary_1_to_5_boys,84.3,retention,rate
Tripura,retention_rate_primary_1_to_5_boys,93.8,retention,rate
Uttar Pradesh,retention_rate_primary_1_to_5_boys,79.4,retention,rate
Uttarakhand,retention_rate_primary_1_to_5_boys,85.0,retention,rate
West Bengal,retention_rate_primary_1_to_5_boys,84.7,retention,rate
India,retention_rate_primary_1_to_5_girls,87.5,retention,rate
Andaman and Nicobar Islands,retention_rate_primary_1_to_5_girls,95.7,retention,rate
Andhra Pradesh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Arunachal Pradesh,retention_rate_primary_1_to_5_girls,49.1,retention,rate
Assam,retention_rate_primary_1_to_5_girls,78.4,retention,rate
Bihar,retention_rate_primary_1_to_5_girls,86.9,retention,rate
Chandigarh,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Chhattisgarh,retention_rate_primary_1_to_5_girls,89.9,retention,rate
Dadra and Nagar Haveli,retention_rate_primary_1_to_5_girls,98.6,retention,rate
Daman and Diu,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Delhi,retention_rate_primary_1_to_5_girls,100.0,retention,rate
Goa,retention_rate_primary_1_to_5_girls,97.8,retention,rate
Gujarat,retention_rate_primary_1_to_5_girls,95.3,retention,rate
Haryana,retention_rate_primary_1_to_5_girls,100.0,retention,rate
