state_ut,variable,value,level,category
India,ner_foundational_pre_primary_to_class_ii_male,37.5,ner,foundational
Andaman & Nicobar Islands,ner_foundational_pre_primary_to_class_ii_male,63.2,ner,foundational
Andhra Pradesh,ner_foundational_pre_primary_to_class_ii_male,45.9,ner,foundational
Arunachal Pradesh,ner_foundational_pre_primary_to_class_ii_male,58.2,ner,foundational
Assam,ner_foundational_pre_primary_to_class_ii_male,45.5,ner,foundational
Bihar,ner_foundational_pre_primary_to_class_ii_male,20.7,ner,foundational
Chandigarh,ner_foundational_pre_primary_to_class_ii_male,64.7,ner,foundational
Chhattisgarh,ner_foundational_pre_primary_to_class_ii_male,42.8,ner,foundational
Dadra & Nagar Haveli and Daman & Diu,ner_foundational_pre_primary_to_class_ii_male,53.0,ner,foundational
Goa,ner_foundational_pre_primary_to_class_ii_male,47.7,ner,foundational
Delhi,ner_foundational_pre_primary_to_class_ii_male,71.4,ner,foundational
Gujarat,ner_foundational_pre_primary_to_class_ii_male,34.6,ner,foundational
Haryana,ner_foundational_pre_primary_to_class_ii_male,35.3,ner,foundational
Himachal Pradesh,ner_foundational_pre_primary_to_class_ii_male,63.8,ner,foundational
Jammu & Kashmir,ner_foundational_pre_primary_to_class_ii_male,83.3,ner,foundational
Jharkhand,ner_foundational_pre_primary_to_class_ii_male,31.7,ner,foundational
Karnataka,ner_foundational_pre_primary_to_class_ii_male,40.6,ner,foundational
Kerala,ner_foundational_pre_primary_to_class_ii_male,55.0,ner,foundational
Ladakh,ner_foundational_pre_primary_to_class_ii_male,79.8,ner,foundational
Lakshadweep,ner_foundational_pre_primary_to_class_ii_male,60.9,ner,foundational
Madhya Pradesh,ner_foundational_pre_primary_to_class_ii_male,38.8,ner,foundational
Maharashtra,ner_foundational_pre_primary_to_class_ii_male,38.1,ner,foundational
Manipur,ner_foundational_pre_primary_to_class_ii_male,72.7,ner,foundational
Mizoram,ner_foundational_pre_primary_to_class_ii_male,96.1,ner,foundational
Nagaland,ner_foundational_pre_primary_to_class_ii_male,79.0,ner,foundational
Odisha,ner_foundational_pre_primary_to_class_ii_male,66.2,ner,foundational
Puducherry,ner_foundational_pre_primary_to_class_ii_male,33.8,ner,foundational
Punjab,ner_foundational_pre_primary_to_class_ii_male,63.2,ner,foundational
Rajasthan,ner_foundational_pre_primary_to_class_ii_male,72.1,ner,foundational
Sikkim,ner_foundational_pre_primary_to_class_ii_male,41.8,ner,foundational
Tamil Nadu,ner_foundational_pre_primary_to_class_ii_male,76.4,ner,foundational
Telangana,ner_foundational_pre_primary_to_class_ii_male,54.0,ner,foundational
Tripura,ner_foundational_pre_primary_to_class_ii_male,52.2,ner,foundational
Uttar Pradesh,ner_foundational_pre_primary_to_class_ii_male,47.7,ner,foundational
Uttarakhand,ner_foundational_pre_primary_to_class_ii_male,25.7,ner,foundational
West Bengal,ner_foundational_pre_primary_to_class_ii_male,47.7,ner,foundational
India,ner_foundational_pre_primary_to_class_ii_female,38.2,ner,foundational
Andaman & Nicobar Islands,ner_foundational_pre_primary_to_class_ii_female,62.0,ner,foundational
Andhra Pradesh,ner_foundational_pre_primary_to_class_ii_female,45.6,ner,foundational
Arunachal Pradesh,ner_foundational_pre_primary_to_class_ii_female,59.9,ner,foundational
Assam,ner_foundational_pre_primary_to_class_ii_female,44.3,ner,foundational
Bihar,ner_foundational_pre_primary_to_class_ii_female,20.3,ner,foundational
Chandigarh,ner_foundational_pre_primary_to_class_ii_female,66.5,ner,foundational
Chhattisgarh,ner_foundational_pre_primary_to_class_ii_female,43.1,ner,foundational
Dadra & Nagar Haveli and Daman & Diu,ner_foundational_pre_primary_to_class_ii_female,52.3,ner,foundational
Goa,ner_foundational_pre_primary_to_class_ii_female,52.7,ner,foundational
Delhi,ner_foundational_pre_primary_to_class_ii_female,69.2,ner,foundational
Gujarat,ner_foundational_pre_primary_to_class_ii_female,35.9,ner,foundational
Haryana,ner_foundational_pre_primary_to_class_ii_female,36.2,ner,foundational
Himachal Pradesh,ner_foundational_pre_primary_to_class_ii_female,63.8,ner,foundational
