state_ut,variable,value,level,category
India,ner_foundational_pre_primary_to_class_ii_male,36.7,ner,foundational
Andaman & Nicobar Islands,ner_foundational_pre_primary_to_class_ii_male,65.4,ner,foundational
Andhra Pradesh,ner_foundational_pre_primary_to_class_ii_male,47.1,ner,foundational
Arunachal Pradesh,ner_foundational_pre_primary_to_class_ii_male,60.2,ner,foundational
Assam,ner_foundational_pre_primary_to_class_ii_male,46.1,ner,foundational
Bihar,ner_foundational_pre_primary_to_class_ii_male,20.1,ner,foundational
Chandigarh,ner_foundational_pre_primary_to_class_ii_male,58.7,ner,foundational
Chhattisgarh,ner_foundational_pre_primary_to_class_ii_male,45.1,ner,foundational
Dadra & Nagar Haveli and Daman & Diu,ner_foundational_pre_primary_to_class_ii_male,57.9,ner,foundational
Delhi,ner_foundational_pre_primary_to_class_ii_male,48.7,ner,foundational
Goa,ner_foundational_pre_primary_to_class_ii_male,70.5,ner,foundational
Gujarat,ner_foundational_pre_primary_to_class_ii_male,34.8,ner,foundational
Haryana,ner_foundational_pre_primary_to_class_ii_male,40.5,ner,foundational
Himachal Pradesh,ner_foundational_pre_primary_to_class_ii_male,67.0,ner,foundational
Jammu & Kashmir,ner_foundational_pre_primary_to_class_ii_male,84.8,ner,foundational
Jharkhand,ner_foundational_pre_primary_to_class_ii_male,32.5,ner,foundational
Karnataka,ner_foundational_pre_primary_to_class_ii_male,40.5,ner,foundational
Kerala,ner_foundational_pre_primary_to_class_ii_male,55.3,ner,foundational
Ladakh,ner_foundational_pre_primary_to_class_ii_male,81.2,ner,foundational
Lakshadweep,ner_foundational_pre_primary_to_class_ii_male,61.5,ner,foundational
Madhya Pradesh,ner_foundational_pre_primary_to_class_ii_male,36.8,ner,foundational
Maharashtra,ner_foundational_pre_primary_to_class_ii_male,38.4,ner,foundational
Manipur,ner_foundational_pre_primary_to_class_ii_male,78.1,ner,foundational
Mizoram,ner_foundational_pre_primary_to_class_ii_male,99.8,ner,foundational
Nagaland,ner_foundational_pre_primary_to_class_ii_male,78.3,ner,foundational
Odisha,ner_foundational_pre_primary_to_class_ii_male,69.7,ner,foundational
