state_ut,variable,value,level,category
India,ner_primary_1_to_5_boys,91.6,ner,primary
Andaman and Nicobar Islands,ner_primary_1_to_5_boys,64.3,ner,primary
Andhra Pradesh,ner_primary_1_to_5_boys,84.6,ner,primary
Arunachal Pradesh,ner_primary_1_to_5_boys,98.6,ner,primary
Assam,ner_primary_1_to_5_boys,100.0,ner,primary
Bihar,ner_primary_1_to_5_boys,92.9,ner,primary
Chandigarh,ner_primary_1_to_5_boys,68.9,ner,primary
Chhattisgarh,ner_primary_1_to_5_boys,90.3,ner,primary
Dadra and Nagar Haveli and Daman and Diu,ner_primary_1_to_5_boys,75.2,ner,primary
Delhi,ner_primary_1_to_5_boys,97.9,ner,primary
Goa,ner_primary_1_to_5_boys,86.1,ner,primary
Gujarat,ner_primary_1_to_5_boys,81.1,ner,primary
Haryana,ner_primary_1_to_5_boys,82.1,ner,primary
Himachal Pradesh,ner_primary_1_to_5_boys,91.3,ner,primary
Jammu and Kashmir,ner_primary_1_to_5_boys,80.8,ner,primary
Jharkhand,ner_primary_1_to_5_boys,93.2,ner,primary
Karnataka,ner_primary_1_to_5_boys,97.5,ner,primary
Kerala,ner_primary_1_to_5_boys,90.8,ner,primary
Ladakh,ner_primary_1_to_5_boys,64.6,ner,primary
Lakshadweep,ner_primary_1_to_5_boys,76.6,ner,primary
Madhya Pradesh,ner_primary_1_to_5_boys,79.2,ner,primary
Maharashtra,ner_primary_1_to_5_boys,94.5,ner,primary
Manipur,ner_primary_1_to_5_boys,100.0,ner,primary
Meghalaya,ner_primary_1_to_5_boys,100.0,ner,primary
Mizoram,ner_primary_1_to_5_boys,100.0,ner,primary
Nagaland,ner_primary_1_to_5_boys,80.5,ner,primary
Odisha,ner_primary_1_to_5_boys,87.9,ner,primary
Puducherry,ner_primary_1_to_5_boys,71.0,ner,primary
Punjab,ner_primary_1_to_5_boys,100.0,ner,primary
Rajasthan,ner_primary_1_to_5_boys,88.1,ner,primary
Sikkim,ner_primary_1_to_5_boys,87.6,ner,primary
Tamil Nadu,ner_primary_1_to_5_boys,84.7,ner,primary
Telangana,ner_primary_1_to_5_boys,94.2,ner,primary
Tripura,ner_primary_1_to_5_boys,100.0,ner,primary
Uttar Pradesh,ner_primary_1_to_5_boys,89.7,ner,primary
Uttarakhand,ner_primary_1_to_5_boys,98.1,ner,primary
West Bengal,ner_primary_1_to_5_boys,100.0,ner,primary
India,ner_primary_1_to_5_girls,93.8,ner,primary
Andaman and Nicobar Islands,ner_primary_1_to_5_girls,68.3,ner,primary
Andhra Pradesh,ner_primary_1_to_5_girls,82.4,ner,primary
Arunachal Pradesh,ner_primary_1_to_5_girls,100.0,ner,primary
Assam,ner_primary_1_to_5_girls,100.0,ner,primary
Bihar,ner_primary_1_to_5_girls,95.1,ner,primary
Chandigarh,ner_primary_1_to_5_girls,77.9,ner,primary
Chhattisgarh,ner_primary_1_to_5_girls,90.6,ner,primary
Dadra and Nagar Haveli and Daman and Diu,ner_primary_1_to_5_girls,80.6,ner,primary
Delhi,ner_primary_1_to_5_girls,100.0,ner,primary
Goa,ner_primary_1_to_5_girls,90.3,ner,primary
Gujarat,ner_primary_1_to_5_girls,84.9,ner,primary
Haryana,ner_primary_1_to_5_girls,81.7,ner,primary
Himachal Pradesh,ner_primary_1_to_5_girls,92.5,ner,primary
Jammu and Kashmir,ner_primary_1_to_5_girls,82.7,ner,primary
Jharkhand,ner_primary_1_to_5_girls,94.1,ner,primary
Karnataka,ner_primary_1_to_5_girls,97.8,ner,primary
Kerala,ner_primary_1_to_5_girls,90.7,ner,primary
Ladakh,ner_primary_1_to_5_girls,68.9,ner,primary
Lakshadweep,ner_primary_1_to_5_girls,79.1,ner,primary
Madhya Pradesh,ner_primary_1_to_5_girls,79.3,ner,primary
Maharashtra,ner_primary_1_to_5_girls,98.0,ner,primary
Manipur,ner_primary_1_to_5_girls,100.0,ner,primary
Meghalaya,ner_primary_1_to_5_girls,100.0,ner,primary
Mizoram,ner_primary_1_to_5_girls,100.0,ner,primary
Nagaland,ner_primary_1_to_5_girls,83.9,ner,primary
Odisha,ner_primary_1_to_5_girls,87.8,ner,primary
Puducherry,ner_primary_1_to_5_girls,72.4,ner,primary
Punjab,ner_primary_1_to_5_girls,100.0,ner,primary
Rajasthan,ner_primary_1_to_5_girls,89.7,ner,primary
Sikkim,ner_primary_1_to_5_girls,84.1,ner,primary
Tamil Nadu,ner_primary_1_to_5_girls,85.4,ner,primary
Telangana,ner_primary_1_to_5_girls,95.6,ner,primary
Tripura,ner_primary_1_to_5_girls,100.0,ner,primary
Uttar Pradesh,ner_primary_1_to_5_girls,94.4,ner,primary
Uttarakhand,ner_primary_1_to_5_girls,100.0,ner,primary
West Bengal,ner_primary_1_to_5_girls,100.0,ner,primary
India,ner_primary_1_to_5_total,92.7,ner,primary
Andaman and Nicobar Islands,ner_primary_1_to_5_total,66.2,ner,primary
Andhra Pradesh,ner_primary_1_to_5_total,83.6,ner,primary
Arunachal Pradesh,ner_primary_1_to_5_total,100.0,ner,primary
Assam,ner_primary_1_to_5_total,100.0,ner,primary
