state_ut,variable,value,level,category
India,retention_rate_foundational_boys,97.6,retention,rate
Andaman and Nicobar Islands,retention_rate_foundational_boys,98.0,retention,rate
Andhra Pradesh,retention_rate_foundational_boys,92.1,retention,rate
Arunachal Pradesh,retention_rate_foundational_boys,73.1,retention,rate
Assam,retention_rate_foundational_boys,91.3,retention,rate
Bihar,retention_rate_foundational_boys,96.6,retention,rate
Chandigarh,retention_rate_foundational_boys,100.0,retention,rate
Chhattisgarh,retention_rate_foundational_boys,95.9,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_foundational_boys,96.6,retention,rate
Delhi,retention_rate_foundational_boys,100.0,retention,rate
Goa,retention_rate_foundational_boys,97.7,retention,rate
Gujarat,retention_rate_foundational_boys,100.0,retention,rate
Haryana,retention_rate_foundational_boys,100.0,retention,rate
Himachal Pradesh,retention_rate_foundational_boys,97.2,retention,rate
Jammu and Kashmir,retention_rate_foundational_boys,89.1,retention,rate
Jharkhand,retention_rate_foundational_boys,100.0,retention,rate
Karnataka,retention_rate_foundational_boys,98.0,retention,rate
Kerala,retention_rate_foundational_boys,94.9,retention,rate
Ladakh,retention_rate_foundational_boys,91.7,retention,rate
Lakshadweep,retention_rate_foundational_boys,99.6,retention,rate
Madhya Pradesh,retention_rate_foundational_boys,96.4,retention,rate
Maharashtra,retention_rate_foundational_boys,100.0,retention,rate
Manipur,retention_rate_foundational_boys,86.6,retention,rate
Mizoram,retention_rate_foundational_boys,80.2,retention,rate
Nagaland,retention_rate_foundational_boys,73.8,retention,rate
Odisha,retention_rate_foundational_boys,83.0,retention,rate
Puducherry,retention_rate_foundational_boys,99.5,retention,rate
Punjab,retention_rate_foundational_boys,97.1,retention,rate
Rajasthan,retention_rate_foundational_boys,97.4,retention,rate
Sikkim,retention_rate_foundational_boys,85.4,retention,rate
Telangana,retention_rate_foundational_boys,91.9,retention,rate
Tamil Nadu,retention_rate_foundational_boys,100.0,retention,rate
Tripura,retention_rate_foundational_boys,99.4,retention,rate
Uttar Pradesh,retention_rate_foundational_boys,98.2,retention,rate
West Bengal,retention_rate_foundational_boys,100.0,retention,rate
India,retention_rate_foundational_girls,98.4,retention,rate
Andaman and Nicobar Islands,retention_rate_foundational_girls,98.7,retention,rate
Andhra Pradesh,retention_rate_foundational_girls,94.4,retention,rate
Arunachal Pradesh,retention_rate_foundational_girls,74.0,retention,rate
Assam,retention_rate_foundational_girls,92.6,retention,rate
Bihar,retention_rate_foundational_girls,97.5,retention,rate
Chandigarh,retention_rate_foundational_girls,100.0,retention,rate
Chhattisgarh,retention_rate_foundational_girls,96.4,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_foundational_girls,97.3,retention,rate
Delhi,retention_rate_foundational_girls,100.0,retention,rate
Goa,retention_rate_foundational_girls,98.6,retention,rate
Gujarat,retention_rate_foundational_girls,100.0,retention,rate
Haryana,retention_rate_foundational_girls,100.0,retention,rate
Himachal Pradesh,retention_rate_foundational_girls,97.4,retention,rate
Jammu and Kashmir,retention_rate_foundational_girls,89.9,retention,rate
Jharkhand,retention_rate_foundational_girls,100.0,retention,rate
Karnataka,retention_rate_foundational_girls,98.4,retention,rate
Kerala,retention_rate_foundational_girls,95.9,retention,rate
Ladakh,retention_rate_foundational_girls,92.1,retention,rate
Lakshadweep,retention_rate_foundational_girls,97.6,retention,rate
Madhya Pradesh,retention_rate_foundational_girls,97.0,retention,rate
Maharashtra,retention_rate_foundational_girls,100.0,retention,rate
Manipur,retention_rate_foundational_girls,86.7,retention,rate
Mizoram,retention_rate_foundational_girls,83.8,retention,rate
Nagaland,retention_rate_foundational_girls,74.9,retention,rate
Odisha,retention_rate_foundational_girls,83.7,retention,rate
Puducherry,retention_rate_foundational_girls,100.0,retention,rate
Punjab,retention_rate_foundational_girls,98.9,retention,rate
Rajasthan,retention_rate_foundational_girls,98.2,retention,rate
Sikkim,retention_rate_foundational_girls,87.3,retention,rate
Telangana,retention_rate_foundational_girls,94.0,retention,rate
Tamil Nadu,retention_rate_foundational_girls,100.0,retention,rate
Tripura,retention_rate_foundational_girls,100.0,retention,rate
Uttar Pradesh,retention_rate_foundational_girls,98.5,retention,rate
West Bengal,retention_rate_foundational_girls,100.0,retention,rate
India,retention_rate_foundational_total,98.0,retention,rate
Andaman and Nicobar Islands,retention_rate_foundational_total,98.3,retention,rate
Andhra Pradesh,retention_rate_foundational_total,93.2,retention,rate
Arunachal Pradesh,retention_rate_foundational_total,73.5,retention,rate
Assam,retention_rate_foundational_total,91.9,retention,rate
Bihar,retention_rate_foundational_total,97.1,retention,rate
Chandigarh,retention_rate_foundational_total,100.0,retention,rate
Chhattisgarh,retention_rate_foundational_total,96.1,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_foundational_total,96.9,retention,rate
Delhi,retention_rate_foundational_total,100.0,retention,rate
Goa,retention_rate_foundational_total,98.2,retention,rate
Gujarat,retention_rate_foundational_total,100.0,retention,rate
Haryana,retention_rate_foundational_total,100.0,retention,rate
Himachal Pradesh,retention_rate_foundational_total,97.3,retention,rate
Jammu and Kashmir,retention_rate_foundational_total,89.5,retention,rate
Jharkhand,retention_rate_foundational_total,100.0,retention,rate
Karnataka,retention_rate_foundational_total,98.2,retention,rate
Kerala,retention_rate_foundational_total,95.4,retention,rate
Ladakh,retention_rate_foundational_total,91.9,retention,rate
Lakshadweep,retention_rate_foundational_total,98.7,retention,rate
Madhya Pradesh,retention_rate_foundational_total,96.7,retention,rate
Maharashtra,retention_rate_foundational_total,100.0,retention,rate
Manipur,retention_rate_foundational_total,86.6,retention,rate
Mizoram,retention_rate_foundational_total,81.9,retention,rate
Nagaland,retention_rate_foundational_total,74.3,retention,rate
Odisha,retention_rate_foundational_total,83.3,retention,rate
Puducherry,retention_rate_foundational_total,99.8,retention,rate
Punjab,retention_rate_foundational_total,98.0,retention,rate
Rajasthan,retention_rate_foundational_total,97.8,retention,rate
Sikkim,retention_rate_foundational_total,86.3,retention,rate
Telangana,retention_rate_foundational_total,92.9,retention,rate
Tamil Nadu,retention_rate_foundational_total,100.0,retention,rate
Tripura,retention_rate_foundational_total,99.8,retention,rate
Uttar Pradesh,retention_rate_foundational_total,98.3,retention,rate
West Bengal,retention_rate_foundational_total,100.0,retention,rate
India,retention_rate_preparatory_boys,85.1,retention,rate
Andaman and Nicobar Islands,retention_rate_preparatory_boys,93.6,retention,rate
Andhra Pradesh,retention_rate_preparatory_boys,98.4,retention,rate
Arunachal Pradesh,retention_rate_preparatory_boys,54.6,retention,rate
Assam,retention_rate_preparatory_boys,75.6,retention,rate
Bihar,retention_rate_preparatory_boys,100.0,retention,rate
Chandigarh,retention_rate_preparatory_boys,100.0,retention,rate
Chhattisgarh,retention_rate_preparatory_boys,91.4,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_preparatory_boys,95.8,retention,rate
Delhi,retention_rate_preparatory_boys,100.0,retention,rate
Goa,retention_rate_preparatory_boys,95.7,retention,rate
Gujarat,retention_rate_preparatory_boys,97.4,retention,rate
Haryana,retention_rate_preparatory_boys,97.7,retention,rate
Himachal Pradesh,retention_rate_preparatory_boys,95.1,retention,rate
Jammu and Kashmir,retention_rate_preparatory_boys,78.5,retention,rate
Jharkhand,retention_rate_preparatory_boys,81.0,retention,rate
Karnataka,retention_rate_preparatory_boys,97.4,retention,rate
Kerala,retention_rate_preparatory_boys,94.9,retention,rate
Ladakh,retention_rate_preparatory_boys,74.6,retention,rate
Lakshadweep,retention_rate_preparatory_boys,93.5,retention,rate
Madhya Pradesh,retention_rate_preparatory_boys,84.3,retention,rate
Maharashtra,retention_rate_preparatory_boys,92.4,retention,rate
Manipur,retention_rate_preparatory_boys,61.9,retention,rate
Mizoram,retention_rate_preparatory_boys,52.0,retention,rate
Nagaland,retention_rate_preparatory_boys,58.0,retention,rate
Odisha,retention_rate_preparatory_boys,64.5,retention,rate
Puducherry,retention_rate_preparatory_boys,100.0,retention,rate
Punjab,retention_rate_preparatory_boys,93.7,retention,rate
Rajasthan,retention_rate_preparatory_boys,91.4,retention,rate
Sikkim,retention_rate_preparatory_boys,81.3,retention,rate
Telangana,retention_rate_preparatory_boys,85.7,retention,rate
Tamil Nadu,retention_rate_preparatory_boys,100.0,retention,rate
Tripura,retention_rate_preparatory_boys,100.0,retention,rate
Uttar Pradesh,retention_rate_preparatory_boys,92.2,retention,rate
West Bengal,retention_rate_preparatory_boys,79.7,retention,rate
India,retention_rate_preparatory_girls,85.7,retention,rate
Andaman and Nicobar Islands,retention_rate_preparatory_girls,91.7,retention,rate
Andhra Pradesh,retention_rate_preparatory_girls,100.0,retention,rate
Arunachal Pradesh,retention_rate_preparatory_girls,56.0,retention,rate
Assam,retention_rate_preparatory_girls,78.7,retention,rate
Bihar,retention_rate_preparatory_girls,100.0,retention,rate
Chandigarh,retention_rate_preparatory_girls,100.0,retention,rate
Chhattisgarh,retention_rate_preparatory_girls,93.5,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_preparatory_girls,94.4,retention,rate
Delhi,retention_rate_preparatory_girls,100.0,retention,rate
Goa,retention_rate_preparatory_girls,94.8,retention,rate
Gujarat,retention_rate_preparatory_girls,96.5,retention,rate
Haryana,retention_rate_preparatory_girls,97.6,retention,rate
Himachal Pradesh,retention_rate_preparatory_girls,94.9,retention,rate
Jammu and Kashmir,retention_rate_preparatory_girls,78.5,retention,rate
Jharkhand,retention_rate_preparatory_girls,83.8,retention,rate
Karnataka,retention_rate_preparatory_girls,98.4,retention,rate
Kerala,retention_rate_preparatory_girls,95.5,retention,rate
Ladakh,retention_rate_preparatory_girls,81.1,retention,rate
Lakshadweep,retention_rate_preparatory_girls,100.0,retention,rate
Madhya Pradesh,retention_rate_preparatory_girls,84.9,retention,rate
Maharashtra,retention_rate_preparatory_girls,93.0,retention,rate
Manipur,retention_rate_preparatory_girls,61.7,retention,rate
Mizoram,retention_rate_preparatory_girls,58.1,retention,rate
Nagaland,retention_rate_preparatory_girls,59.6,retention,rate
Odisha,retention_rate_preparatory_girls,66.7,retention,rate
Puducherry,retention_rate_preparatory_girls,100.0,retention,rate
Punjab,retention_rate_preparatory_girls,94.0,retention,rate
Rajasthan,retention_rate_preparatory_girls,91.9,retention,rate
Sikkim,retention_rate_preparatory_girls,83.8,retention,rate
Telangana,retention_rate_preparatory_girls,90.1,retention,rate
Tamil Nadu,retention_rate_preparatory_girls,100.0,retention,rate
Tripura,retention_rate_preparatory_girls,100.0,retention,rate
Uttar Pradesh,retention_rate_preparatory_girls,93.5,retention,rate
West Bengal,retention_rate_preparatory_girls,79.4,retention,rate
India,retention_rate_preparatory_total,85.4,retention,rate
Andaman and Nicobar Islands,retention_rate_preparatory_total,92.7,retention,rate
Andhra Pradesh,retention_rate_preparatory_total,99.4,retention,rate
Arunachal Pradesh,retention_rate_preparatory_total,55.3,retention,rate
Assam,retention_rate_preparatory_total,77.1,retention,rate
Bihar,retention_rate_preparatory_total,100.0,retention,rate
Chandigarh,retention_rate_preparatory_total,100.0,retention,rate
Chhattisgarh,retention_rate_preparatory_total,92.4,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_preparatory_total,95.1,retention,rate
Delhi,retention_rate_preparatory_total,100.0,retention,rate
Goa,retention_rate_preparatory_total,95.3,retention,rate
Gujarat,retention_rate_preparatory_total,97.0,retention,rate
Haryana,retention_rate_preparatory_total,97.7,retention,rate
Himachal Pradesh,retention_rate_preparatory_total,95.0,retention,rate
Jammu and Kashmir,retention_rate_preparatory_total,78.5,retention,rate
Jharkhand,retention_rate_preparatory_total,82.3,retention,rate
Karnataka,retention_rate_preparatory_total,97.9,retention,rate
Kerala,retention_rate_preparatory_total,95.2,retention,rate
Ladakh,retention_rate_preparatory_total,77.7,retention,rate
Lakshadweep,retention_rate_preparatory_total,97.5,retention,rate
Madhya Pradesh,retention_rate_preparatory_total,84.6,retention,rate
Maharashtra,retention_rate_preparatory_total,92.7,retention,rate
Manipur,retention_rate_preparatory_total,61.8,retention,rate
Mizoram,retention_rate_preparatory_total,55.0,retention,rate
Nagaland,retention_rate_preparatory_total,58.8,retention,rate
Odisha,retention_rate_preparatory_total,65.6,retention,rate
Puducherry,retention_rate_preparatory_total,100.0,retention,rate
Punjab,retention_rate_preparatory_total,93.8,retention,rate
Rajasthan,retention_rate_preparatory_total,91.6,retention,rate
Sikkim,retention_rate_preparatory_total,82.5,retention,rate
Telangana,retention_rate_preparatory_total,87.8,retention,rate
Tamil Nadu,retention_rate_preparatory_total,100.0,retention,rate
Tripura,retention_rate_preparatory_total,100.0,retention,rate
Uttar Pradesh,retention_rate_preparatory_total,92.8,retention,rate
West Bengal,retention_rate_preparatory_total,79.6,retention,rate
India,retention_rate_middle_boys,77.3,retention,rate
Andaman and Nicobar Islands,retention_rate_middle_boys,95.4,retention,rate
Andhra Pradesh,retention_rate_middle_boys,96.5,retention,rate
Arunachal Pradesh,retention_rate_middle_boys,43.9,retention,rate
Assam,retention_rate_middle_boys,60.4,retention,rate
Bihar,retention_rate_middle_boys,77.5,retention,rate
Chandigarh,retention_rate_middle_boys,100.0,retention,rate
Chhattisgarh,retention_rate_middle_boys,83.2,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_middle_boys,95.0,retention,rate
Delhi,retention_rate_middle_boys,100.0,retention,rate
Goa,retention_rate_middle_boys,92.1,retention,rate
Gujarat,retention_rate_middle_boys,90.9,retention,rate
Haryana,retention_rate_middle_boys,99.4,retention,rate
Himachal Pradesh,retention_rate_middle_boys,94.8,retention,rate
Jammu and Kashmir,retention_rate_middle_boys,74.9,retention,rate
Jharkhand,retention_rate_middle_boys,73.4,retention,rate
Karnataka,retention_rate_middle_boys,92.3,retention,rate
Kerala,retention_rate_middle_boys,96.7,retention,rate
Ladakh,retention_rate_middle_boys,72.0,retention,rate
Lakshadweep,retention_rate_middle_boys,93.0,retention,rate
Madhya Pradesh,retention_rate_middle_boys,78.5,retention,rate
Maharashtra,retention_rate_middle_boys,90.7,retention,rate
Manipur,retention_rate_middle_boys,52.5,retention,rate
Mizoram,retention_rate_middle_boys,41.3,retention,rate
Nagaland,retention_rate_middle_boys,53.4,retention,rate
Odisha,retention_rate_middle_boys,57.5,retention,rate
Puducherry,retention_rate_middle_boys,87.6,retention,rate
Punjab,retention_rate_middle_boys,91.4,retention,rate
Rajasthan,retention_rate_middle_boys,85.8,retention,rate
Sikkim,retention_rate_middle_boys,74.6,retention,rate
Telangana,retention_rate_middle_boys,82.3,retention,rate
Tamil Nadu,retention_rate_middle_boys,97.6,retention,rate
Tripura,retention_rate_middle_boys,84.9,retention,rate
Uttar Pradesh,retention_rate_middle_boys,81.8,retention,rate
West Bengal,retention_rate_middle_boys,69.3,retention,rate
India,retention_rate_middle_girls,78.9,retention,rate
Andaman and Nicobar Islands,retention_rate_middle_girls,96.1,retention,rate
Andhra Pradesh,retention_rate_middle_girls,100.0,retention,rate
Arunachal Pradesh,retention_rate_middle_girls,50.5,retention,rate
Assam,retention_rate_middle_girls,69.9,retention,rate
Bihar,retention_rate_middle_girls,81.1,retention,rate
Chandigarh,retention_rate_middle_girls,100.0,retention,rate
Chhattisgarh,retention_rate_middle_girls,86.4,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_middle_girls,95.4,retention,rate
Delhi,retention_rate_middle_girls,100.0,retention,rate
Goa,retention_rate_middle_girls,93.6,retention,rate
Gujarat,retention_rate_middle_girls,89.2,retention,rate
Haryana,retention_rate_middle_girls,100.0,retention,rate
Himachal Pradesh,retention_rate_middle_girls,95.2,retention,rate
Jammu and Kashmir,retention_rate_middle_girls,76.2,retention,rate
Jharkhand,retention_rate_middle_girls,79.6,retention,rate
Karnataka,retention_rate_middle_girls,95.4,retention,rate
Kerala,retention_rate_middle_girls,97.9,retention,rate
Ladakh,retention_rate_middle_girls,76.9,retention,rate
Lakshadweep,retention_rate_middle_girls,100.0,retention,rate
Madhya Pradesh,retention_rate_middle_girls,81.1,retention,rate
Maharashtra,retention_rate_middle_girls,91.4,retention,rate
Manipur,retention_rate_middle_girls,55.4,retention,rate
Mizoram,retention_rate_middle_girls,54.1,retention,rate
Nagaland,retention_rate_middle_girls,58.7,retention,rate
Odisha,retention_rate_middle_girls,62.3,retention,rate
Puducherry,retention_rate_middle_girls,88.0,retention,rate
Punjab,retention_rate_middle_girls,94.0,retention,rate
Rajasthan,retention_rate_middle_girls,88.0,retention,rate
Sikkim,retention_rate_middle_girls,76.2,retention,rate
Telangana,retention_rate_middle_girls,92.6,retention,rate
Tamil Nadu,retention_rate_middle_girls,96.5,retention,rate
Tripura,retention_rate_middle_girls,87.6,retention,rate
Uttar Pradesh,retention_rate_middle_girls,85.7,retention,rate
West Bengal,retention_rate_middle_girls,69.3,retention,rate
India,retention_rate_middle_total,78.0,retention,rate
Andaman and Nicobar Islands,retention_rate_middle_total,95.8,retention,rate
Andhra Pradesh,retention_rate_middle_total,100.0,retention,rate
Arunachal Pradesh,retention_rate_middle_total,47.1,retention,rate
Assam,retention_rate_middle_total,65.0,retention,rate
Bihar,retention_rate_middle_total,79.2,retention,rate
Chandigarh,retention_rate_middle_total,100.0,retention,rate
Chhattisgarh,retention_rate_middle_total,84.7,retention,rate
Dadra and Nagar Haveli and Daman and Diu,retention_rate_middle_total,95.2,retention,rate
Delhi,retention_rate_middle_total,100.0,retention,rate
Goa,retention_rate_middle_total,92.8,retention,rate
Gujarat,retention_rate_middle_total,90.1,retention,rate
Haryana,retention_rate_middle_total,100.0,retention,rate
Himachal Pradesh,retention_rate_middle_total,95.0,retention,rate
Jammu and Kashmir,retention_rate_middle_total,75.6,retention,rate
Jharkhand,retention_rate_middle_total,76.5,retention,rate
Karnataka,retention_rate_middle_total,93.8,retention,rate
Kerala,retention_rate_middle_total,97.3,retention,rate
Ladakh,retention_rate_middle_total,74.4,retention,rate
Lakshadweep,retention_rate_middle_total,100.0,retention,rate
Madhya Pradesh,retention_rate_middle_total,79.7,retention,rate
Maharashtra,retention_rate_middle_total,91.1,retention,rate
Manipur,retention_rate_middle_total,53.9,retention,rate
Mizoram,retention_rate_middle_total,47.5,retention,rate
Nagaland,retention_rate_middle_total,56.0,retention,rate
Odisha,retention_rate_middle_total,59.9,retention,rate
Puducherry,retention_rate_middle_total,87.8,retention,rate
Punjab,retention_rate_middle_total,92.6,retention,rate
Rajasthan,retention_rate_middle_total,87.0,retention,rate
Sikkim,retention_rate_middle_total,75.3,retention,rate
Telangana,retention_rate_middle_total,87.2,retention,rate
Tamil Nadu,retention_rate_middle_total,97.1,retention,rate
Tripura,retention_rate_middle_total,86.2,retention,rate
Uttar Pradesh,retention_rate_middle_total,83.7,retention,rate
West Bengal,retention_rate_middle_total,69.3,retention,rate
India,retention_rate_secondary_boys,43.8,retention,rate
Andaman and Nicobar Islands,retention_rate_secondary_boys,73.3,retention,rate
Andhra Pradesh,retention_rate_secondary_boys,50.8,retention,rate
Arunachal Pradesh,retention_rate_secondary_boys,17.1,retention,rate
